GENE	DIST
SMG1P5	97
CD2BP2	77
TBC1D10B	62
MYLPF	59
SEPT1	49
ZNF48	39
DCTPP1	2
SEPHS2	13
ZNF768	93
ZNF747	102
ZNF764	125
ZNF688	139
ZNF785	153
ZNF689	177
PRR14	196
FBRS	187
SNORA30	136
PHKG2	98
RNF40	85
BCL7C	10
MIR762HG	28
MIR762	13
CTF1	10
FBXL19-AS1	18
FBXL19	15
ORAI3	41
SETD1A	50
HSD3B7	78
STX1B	105
STX4	125
ZNF668	159
ZNF646	167
PRSS53	183
VKORC1	189
ITGAX	122
COX6A2	46
ZNF843	32
ARMC5	18
TGFB1I1	3
SLC5A2	5
C16ORF58	33
AHSP	50
CLUHP3	1
VN1R3	66
ZNF267	3
ANKRD26P1	100
SHCBP1	48
VPS35	19
ORC6	17
MYLK3	93
C16ORF87	79
GPT2	26
DNAJA2	23
NETO2	193
ITFG1-AS1	191
ABCC12	80
ABCC11	7
LONP2	14
SIAH1	32
CNEP1R1	186
HEATR3	146
ADCY7	66
BRD7	16
NKD1	126
SNX20	8
NOD2	22
CYLD	67
C16ORF97	128
LINC00919	117
MMP2	10
LPCAT2	39
CES1P2	127
CES1P1	91
CES1	16
CES5A	15
GNAO1	130
AMFR	97
NUDT21	123
OGFOD1	121
MT4	14
MT2A	28
MT1L	37
MT1E	46
MT1JP	56
MT1DP	60
MT1B	52
MT1G	34
MT1H	34
MT1X	22
NUP93	25
MIR138-2	153
SLC12A3	160
NLRC5	180
CPNE2	77
RSPRY1	16
ARL2BP	56
PLLP	15
CCL22	54
CX3CL1	67
CCL17	100
CIAPIN1	62
COQ9	64
POLR2C	49
DOK4	30
CCDC102A	18
ADGRG5	23
ADGRG1	29
ADGRG3	13
DRC7	24
KATNB1	16
KIFC3	50
NDRG4	190
SETD6	139
CNOT1	22
SNORA46	103
SLC38A7	32
GOT2	18
CDH5	35
LINC00920	1
BEAN1	17
BEAN1-AS1	6
TK2	39
CKLF-CMTM1	39
CMTM1	25
CMTM2	12
CMTM3	8
CMTM4	33
DYNC1LI2	21
NAE1	61
CA7	49
PDP2	14
CDH16	26
RRAD	32
FAM96B	41
CES1	39
CES3	72
CES4A	105
CBFB	122
C16ORF70	42
B3GNT9	0
TRADD	9
FBXL8	7
HSF4	11
EXOC3L1	40
E2F4	40
ELMO3	47
MIR328	52
LRRC29	76
TMEM208	75
FHOD1	97
SLC9A5	96
ATP6V0D1	161
AGRP	158
CTCF	82
ACD	18
PARD6A	16
ENKD1	24
C16ORF86	22
GFOD2	76
TSNAXIP1	12
THAP11	22
NUTF2	27
EDC4	53
NRN1L	44
PSKH1	36
CTRL	4
PSMB10	9
LCAT	16
SLC12A4	41
DPEP3	52
DPEP2	71
DDX28	96
DUS2	93
NFATC3	144
ESRP2	8
PLA2G15	15
SLC7A6	34
SLC7A6OS	83
PRMT7	81
SMPD3	61
CDH15	59
CDH1	27
TANGO6	134
HAS3	2
CIRH1A	10
SNTB2	32
VPS4A	21
PDF	42
COG8	52
NIP7	49
TMED6	64
TERF2	98
CYB5B	134
NQO1	70
NOB1	42
WWP2	37
MIR140	3
MIR1972-1	100
PDPR	40
SMG1P7	73
EXOSC6	75
AARS	38
DDX19B	39
DDX19A	17
ST3GAL2	28
FUK	15
COG4	55
SNORD111B	59
SNORD111	68
IL34	74
VAC14	118
VAC14-AS1	70
CALB2	143
ZNF23	37
ZNF19	10
CHST4	24
TAT-AS1	62
TAT	76
MARVELD3	124
SNORA70D	198
PSMD7	7
NPIPB15	51
FA2H	64
ZNRF1	5
LDHD	14
ZFP1	43
CTRB2	104
CTRB1	114
BCAR1	122
CFDP1	43
TMEM170A	74
CHST6	47
CHST5	7
TMEM231	13
GABARAPL2	21
ADAT1	80
KARS	104
TERF2IP	103
ADAMTS18	147
VAT1L	116
CLEC3A	49
WWOX	119
MAF	1
MAFTRR	10
LINC01229	8
CMC2	20
CENPN	23
ATMIN	7
C16ORF46	49
GCSH	68
PKD1L2	153
BCO1	123
GAN	47
MIR4720	5
CMIP	92
HSD17B2	197
MPHOSPH6	60
OSGIN1	0
NECAB2	6
MBTPS1	34
HSDL1	35
DNAAF1	23
ADAD2	8
KCNG4	40
WFDC1	12
ATP2C2	86
TLDC1	5
COTL1	0
KLHL36	28
USP32	22
CRISPLD2	65
ZDHHC7	41
KIAA0513	55
EMC8	188
COX4I1	190
IRF8	90
LINC01082	123
FENDRR	51
FOXF1	51
FOXC2-AS1	7
FOXC2	4
FOXL1	16
MAP1LC3B	200
ZCCHC14	98
JPH3	9
KLHDC4	104
SLC7A5	0
CA5A	66
BANP	79
ZFPM1	4
ZC3H18	0
IL17C	69
MVD	81
SNAI3-AS1	83
RNF166	41
PIEZO1	0
CDT1	14
GALNS	69
TRAPPC2L	66
PABPN1L	79
CBFA2T3	189
ACSF3	75
LINC00304	10
SLC22A31	14
ZNF778	0
DBIL5P	32
RNMTL1	2
NXN	3
ABR	90
BHLHA9	9
TUSC5	0
YWHAE	29
CRK	51
MYO1C	16
INPP5K	6
PITPNA-AS1	4
PITPNA	15
SLC43A2	0
SCARF1	17
RILP	21
PRPF8	56
TLCD2	82
MIR22HG	88
MIR22	85
WDR81	94
SERPINF2	112
SERPINF1	131
SMYD4	78
RPA1	80
DPH1	117
OVCA2	129
MIR132	139
MIR212	139
SMG6	70
SRR	68
SNORD91B	48
SNORD91A	47
MNT	12
METTL16	98
PAFAH1B1	178
CLUH	121
MIR1253	85
OR1D5	55
OR1D2	84
OR1E3	106
OR1G1	119
OR1A2	187
ANKFY1	144
UBE2G1	41
SPNS3	23
MYBBP1A	147
GGT6	152
SMTNL2	173
CXCL16	170
ZMYND15	172
TM4SF5	140
PSMB6	116
PLD2	105
MINK1	79
CHRNE	7
C17ORF107	13
GP1BA	19
SLC25A11	29
RNF167	27
PFN1	38
ENO3	38
CAMTA2	73
INCA1	63
KIF1C	64
SLC52A1	25
ZFP3	15
ZNF232	51
USP6	53
ZNF594	41
SCIMP	1
NUP88	163
DHX33	114
DERL2	96
MIS12	98
NLRP1	1
PITPNM3	106
KIAA0753	22
TXNDC17	24
MED31	11
C17ORF100	13
SLC13A5	50
XAF1	86
FBXO39	66
TEKT1	8
ALOX12P2	10
ALOX12-AS1	35
ALOX12	54
RNASEK-C17ORF49	37
C17ORF49	35
MIR497HG	28
MIR195	30
MIR497	30
BCL6B	27
SLC16A13	14
SLC16A11	4
ASGR2	18
ASGR1	46
LLGL1	63
ACADVL	62
MIR324	57
DVL2	46
PHF23	41
GABARAP	38
CTDNEP1	28
ELP5	30
CLDN7	17
SLC2A4	0
YBX2	13
EIF5A	25
GPS2	34
NEURL4	48
ACAP1	53
KCTD11	69
TMEM95	72
TMEM256-PLSCR3	123
TMEM256	123
NLGN2	125
SPEM1	137
TMEM102	152
FGF11	156
CHRNB1	162
SHBG	190
ATP1B2	169
TP53	142
WRAP53	131
EFNB3	114
CHD3	30
SCARNA21	9
KCNAB3	16
TRAPPC1	18
GUCY2D	87
ALOX15B	76
ALOX12B	25
ALOXE3	5
VAMP2	49
AURKB	97
LINC00324	110
CTC1	134
PFAS	134
SLC25A35	182
ARHGEF15	195
MYH10	152
CCDC42	38
MFSD6L	16
PIK3R6	84
PIK3R5	182
GLP2R	109
RCVRN	27
MYHAS	80
MYH8	121
MYH4	168
MYH3	113
SCO1	73
ADPRM	75
TMEM220	40
MAGOH2P	54
TMEM220-AS1	42
PIRT	2
ZNF18	14
MAP2K4	35
MIR744	96
TEKT3	161
CDRT4	35
TVP23C-CDRT4	60
TVP23C	60
CDRT1	116
TRIM16	146
TBC1D26	100
CDRT15P2	67
MEIS3P1	45
ADORA2B	2
ZSWIM7	8
TTC19	10
NCOR1	186
MED9	168
RASD1	146
PEMT	60
SMCR2	34
RAI1	36
RAI1-AS1	46
SREBF1	21
MIR33B	0
TOM1L2	51
ATPAF2	8
GID4	6
DRG2	55
MYO15A	76
ALKBH5	150
EPN2	127
EPN2-AS1	56
B9D1	15
MIR1180	18
MAPK7	13
MFAP4	24
RNF112	39
SLC47A1	23
ALDH3A2	116
SLC47A2	44
ALDH3A1	17
ULK2	104
AKAP10	12
SPECC1	16
CCDC144CP	8
USP32P3	97
NOS2P3	124
LGALS9B	156
KRT16P3	193
NATD1	27
MAP2K3	1
KCNJ12	33
KCNJ18	5
C17ORF51	130
WSB1	34
TBC1D3P5	40
KSR1	13
LGALS9	25
NOS2	78
LYRM9	13
NLK	161
PYY2	34
PPY2P	14
KRT18P55	47
TMEM97	57
TNFAIP1	74
POLDIP2	98
TMEM199	96
SEBOX	105
VTN	110
SARM1	110
SLC13A2	22
FOXN1	27
UNC119	58
PIGS	77
ALDOC	82
SPAG5	104
SPAG5-AS1	102
KIAA0100	121
SDF2	104
PROCA1	55
RAB34	48
RPL23A	49
SNORD42B	48
SNORD4A	46
SNORD42A	45
SNORD4B	45
TLCD1	40
TRAF4	24
FAM222B	54
ERAL1	44
MIR144	35
FLOT2	0
DHRS13	6
PHF12	7
SEZ6	36
PIPOX	71
MYO18A	33
CRYBA1	10
ABHD15	72
GIT1	49
ANKRD13B	47
CORO6	21
SSH2	3
EFCAB5	0
NSRP1	177
MIR423	178
TMIGD1	0
CPD	42
GOSR1	140
RAB11FIP4	167
MIR193A	1
MIR365B	16
COPRS	12
UTP6	54
SUZ12	88
LRRC37B	158
C17ORF75	22
MIR632	28
ZNF207	28
PSMD11	34
CDK5R1	8
TMEM98	138
CCL2	53
CCL7	68
CCL11	75
CCL8	42
CCL13	5
CCL1	3
C17ORF102	144
TMEM132E	144
CCT6B	37
ZNF830	39
LIG3	20
RFFL	89
RAD51D	120
FNDC8	120
NLE1	142
UNC45B	146
SLC35G3	120
SLFN11	56
SLFN12	116
SNORD7	14
PEX12	21
AP2B1	28
RASL10B	7
GAS2L2	5
MMP28	48
C17ORF50	11
HEATR9	121
CCL5	133
RDM1	183
LYZL6	196
DHRS11	167
MRM1	157
LHX1	118
AATF	107
TBC1D3J	141
MRPL45	35
GPR179	3
SOCS7	9
ARHGAP23	1
SRCIN1	124
MLLT6	26
PSMB3	20
C17ORF98	111
RPL17	123
SNORA21	122
LASP1	137
LINC00672	192
FBXO47	182
LRRC37A11P	122
PLXDC1	1
ARL5C	15
CACNB1	47
RPL19	48
STAC2	75
MBD4	168
CDK12	160
NEUROD2	12
PPP1R1B	6
STARD3	14
TCAP	43
PNMT	45
ERBB2	57
MIEN1	24
GRB7	19
IKZF3	108
ZPBP2	110
GSDMB	163
ORMDL3	171
LRRC3C	184
SNRPB2	184
CASC3	166
RAPGEFL1	130
WIPF2	87
CDC6	19
RARA	10
RARA-AS1	7
GJD3	14
TOP2A	67
IGFBP4	91
TNS4	33
CCR7	25
SMARCE1	17
KRT222	34
KRT24	73
KRT25	125
KRT26	135
KRT27	125
KRT28	107
KRT10	85
TMEM99	90
KRT12	40
KRT20	22
KRT23	29
KRT39	59
KRT40	79
KRTAP3-3	86
KRTAP3-2	92
KRTAP3-1	101
KRTAP1-5	119
KRTAP1-4	122
KRTAP1-3	127
KRTAP1-1	133
KRTAP2-1	139
KRTAP2-2	147
KRTAP2-3	152
KRTAP2-4	158
KRTAP4-7	174
KRTAP4-8	190
KRTAP4-9	195
KRTAP29-1	182
KRTAP16-1	175
KRTAP17-1	169
KRT33A	134
KRT33B	115
KRT34	102
KRT31	87
KRT37	60
KRT38	43
KRT32	17
KRT35	4
KRT36	4
KRT13	20
KRT15	26
KRT19	16
LINC00974	4
KRT9	21
KRT14	36
KRT16	62
KRT17	74
KRT42P	89
EIF1	50
GAST	27
HAP1	3
JUP	13
P3H4	11
NT5C3B	35
KLHL10	35
KLHL11	65
ACLY	106
TTC25	96
DNAJC7	12
NKIRAS2	11
ZNF385C	8
DHX58	1
KAT2A	6
HSPB9	6
RAB5C	40
STAT5B	43
STAT5A	33
STAT3	68
ATP6V0A1	137
NAGLU	175
TUBG1	102
TUBG2	52
CCR10	27
RAMP2-AS1	51
RAMP2	49
VPS25	61
CNTD1	87
BECN1	110
AOC4P	69
LINC00671	35
AARSD1	30
PTGES3L-AARSD1	45
IFI35	70
RND2	88
BRCA1	189
NBR2	189
TMEM106A	104
LINC00854	85
LINC00910	0
ARL4D	7
MIR2117	41
C17ORF53	56
ASB16	27
ASB16-AS1	9
ATXN7L3	1
UBTF	24
SLC4A1	71
RUNDC3A-AS1	111
RUNDC3A	109
SLC25A39	128
FAM171A2	152
GPATCH8	79
LINC01180	113
DBF4B	157
ADAM11	106
EFTUD2	7
CCDC103	8
FAM187A	4
KIF18B	41
C1QL1	61
NMT1	139
PLCD3	66
ACBD4	65
MAP3K14-AS1	29
SPATA32	45
MAP3K14	67
ARHGAP27	43
LRRC37A4P	133
CRHR1	44
MAPT-AS1	68
SPPL2C	16
MAPT	65
STH	9
KANSL1	8
KANSL1-AS1	25
ARL17B	145
LRRC37A	76
ARL17A	145
CDC27	39
MYL4	21
ITGB3	22
EFCAB13	7
NPEPPS	88
KPNB1	40
TBX21	107
MRPL10	7
SP2	55
SP2-AS1	37
PNPO	39
MIR152	41
CBX1	22
SNX11	26
MIR1203	22
HOXB1	36
HOXB2	39
HOXB-AS1	41
HOXB3	9
HOXB4	5
MIR10A	4
HOXB-AS3	1
HOXB5	7
HOXB6	4
HOXB8	5
HOXB9	17
MIR196A1	23
PRAC1	1
PRAC2	2
HOXB13	4
TTLL6	5
UBE2Z	102
SNF8	140
IGF2BP1	191
B4GALNT2	183
ABI3	105
PHB	19
NGFR	59
SPOP	165
SLC35B1	136
KAT7	57
TAC4	1
DLX4	124
ITGA3	145
PDK2	105
PPP1R9B	48
SGCA	35
HILS1	26
COL1A1	2
TMEM92-AS1	18
XYLT2	22
EME1	4
LRRC59	30
ACSF2	57
CHAD	75
RSAD1	67
MYCBPAP	37
SPATA20	0
CACNA1G-AS1	12
CACNA1G	9
ABCC3	16
ANKRD40	28
LUC7L3	38
LINC00483	16
WFIKKN2	3
TOB1	27
TOB1-AS1	25
SPAG9	35
NME1-NME2	5
NME1-NME2	5
MBTD1	100
UTP18	99
NOG	4
C17ORF67	17
COIL	24
SCPEP1	39
AKAP1	147
CCDC182	8
VEZF1	8
SRSF1	10
OR4D1	23
OR4D2	8
MKS1	42
MIR142	87
SUPT4H1	66
SEPT4-AS1	68
SEPT4	54
C17ORF47	42
TEX14	24
RAD51C	26
PPM1E	37
SKA2	148
MIR454	131
MIR301A	144
LINC01476	80
CLTC	116
PTRH2	26
VMP1	28
MIR21	95
RPS6KB1	143
RNFT1	69
TBC1D3P1-DHX40P1	15
WFDC21P	45
CA4	13
SCARNA20	97
C17ORF64	13
APPBP2	92
PPM1D	164
TBX2-AS1	15
TBX2	13
C17ORF82	16
TBC1D3P2	166
MIR633	24
TANC2	40
CYB561	168
ACE	126
STRADA	132
FTSJ3	88
PSMC5	90
SMARCD2	77
TCAM1P	61
PRR29	69
ICAM2	93
SNHG25	165
SNORD104	165
POLG2	6
DDX5	16
MIR3064	10
CEP95	14
SMURF2	171
AXIN2	3
CEP112	26
PRKCA-AS1	151
MIR634	69
BPTF	141
C17ORF58	28
LINC00674	65
AMZ2	11
SLC16A6	25
ARSG	24
PRKAR1A	146
MIR635	159
ABCA8	12
ABCA9	4
ABCA9-AS1	34
ABCA6	76
ABCA10	179
LINC00511	102
SLC39A11	97
FAM104A	17
C17ORF80	19
CPSF4L	3
SDK2	71
LINC00469	113
RPL38	8
TTYH2	1
KIF19	23
BTBD17	18
GPRC5C	23
CD300A	9
CD300LB	43
CD300C	58
CD300LD	15
C17ORF77	25
CD300E	15
CD300LF	74
RAB37	52
SLC9A3R1	41
NAT9	11
GRIN2C	72
FDXR	79
USH1G	24
OTOP3	14
HID1	17
HID1-AS1	13
CDR2L	30
SLC16A5	25
NT5C	71
SUMO2	122
SLC25A19	38
GRB2	22
KIAA0195	26
CASKIN2	81
TSEN54	86
MYO15B	158
ITGB4	188
GALK1	142
H3F3B	127
WBP2	51
TRIM65	10
MRPL38	2
ACOX1	69
TEN1	66
TEN1-CDK3	66
CDK3	88
SRP68	47
GALR2	47
ZACN	43
EXOC7	16
RNF157	40
UBALD2	17
QRICH2	0
PRPSAP1	46
UBE2O	4
AANAT	7
PRCD	17
SNHG16	47
SNORD1C	48
SNORD1B	51
SNORD1A	51
ST6GALNAC2	41
ST6GALNAC1	15
JMJD6	71
METTL23	73
SRSF2	60
MIR636	61
MFSD11	62
LINC00868	56
MGAT5B	72
SNHG20	1
SEC14L1	1
SCARNA16	1
SEPT9	33
TNRC6C	13
TNRC6C-AS1	93
TMC6	114
TMC8	110
C17ORF99	126
SYNGR2	148
TK1	169
AFMID	167
BIRC5	194
TMEM235	188
TPGS1	41
DNAH17	159
DNAH17-AS1	64
CYTH1	185
TIMP2	42
C1QTNF1-AS1	59
C1QTNF1	54
ENGASE	105
CCDC40	165
EIF4A3	53
CARD14	23
SLC26A11	18
ENDOV	14
CHMP6	102
BAIAP2-AS1	57
BAIAP2	59
AATK	39
MIR657	32
MIR1250	40
CEP131	130
PPP1R27	193
P4HB	167
ALYREF	137
NPB	128
SIRT7	110
MAFG	105
MAFG-AS1	102
PYCR1	91
MYADML2	81
NOTUM	67
NCOA3	1
RFNG	23
CCDC57	59
SLC16A3	72
TEX19	1
OGFOD3	62
HEXDC	60
C17ORF62	94
RNF138	100
FOXK2	148
WDR45B	17
RAB40B	32
FN3KRP	48
B3GNTL1	145
COLEC12	19
CETN1	35
CLUL1	19
TYMSOS	34
TYMS	31
ENOSF1	23
YES1	75
ADCYAP1	166
LINC00470	26
METTL4	37
NDC80	35
SMCHD1	119
EMILIN2	88
LPIN2	77
MYOM1	23
MYL12A	1
MYL12B	13
TGIF1	124
GAPLINC	177
DLGAP1-AS1	69
DLGAP1-AS2	59
LINC00668	5
LAMA1	193
GACAT2	46
MTCL1	53
TWSG1	178
RALBP1	37
PPP4R1	103
PPP4R1-AS1	101
RAB31	194
TXNDC2	90
VAPA	62
LINC01254	147
APCDD1	108
NAPG	37
LINC01255	174
SLC35G4	53
GNAL	12
CHMP1B	87
MPPE1	27
IMPA2	42
ANKRD62	2
CIDEA	131
TUBB6	77
AFG3L2	6
SLMO1	14
SPIRE1	9
PSMG2	9
CEP76	23
PTPN2	47
FAM210A	87
RNMT	89
MC5R	9
MC2R	101
ZNF519	48
ANKRD20A5P	93
ROCK1	94
ABHD3	199
MIB1	164
MIR133A1HG	72
MIR133A1	78
MIR1-2	74
CTAGE1	136
RBBP8	124
TMEM241	23
RIOK3	37
NPC1	0
ANKRD29	76
OSBPL1A	33
MIR320C2	44
IMPACT	59
HRH4	25
DSG2-AS1	174
TTR	141
B4GALT6	46
SLC25A52	29
RNF125	42
MAPRE2	169
ZSCAN30	146
ZNF271P	144
ZNF24	200
GALNT1	101
MIR187	109
C18ORF21	43
RPRD1A	53
ELP2	113
MOCOS	96
SLC14A2-AS1	156
SLC14A1	58
SIGLEC15	159
EPG5	106
PSTPIP2	1
HAUS1	28
C18ORF25	15
RNF165	175
LOXHD1	0
ST8SIA5	100
KATNAL2	115
IER3IP1	28
SKOR2	31
SMAD2	163
ZBTB7C	38
CTIF	89
DYM	46
C18ORF32	20
RPL17-C18ORF32	16
MIR1539	22
SNORD58C	18
SNORD58A	16
SNORD58B	15
ACAA2	78
SNHG22	76
SNHG22	76
DYNAP	87
RAB27B	132
CCDC68	27
ONECUT2	135
FECH	17
NARS	52
ATP8B1	153
NEDD4L	30
MIR122	70
ALPK2	99
MALT1	140
PRKRA	195
CPLX4	150
LMAN1	109
MC4R	171
PIGN	0
KIAA1468	1
TNFRSF11A	76
ZCCHC2	102
PHLPP1	5
BCL2	0
KDSR	48
VPS4B	21
SERPINB5	30
SERPINB12	109
SERPINB13	141
SERPINB4	200
SERPINB2	108
SERPINB10	88
HMSD	46
LINC00305	154
FBXO15	48
TIMM21	50
CYB5A	54
C18ORF63	32
FAM69C	89
CNDP2	49
CNDP1	14
LINC00909	51
ZNF407	126
LINC00908	175
LINC00683	84
MBP	35
NFATC1	19
CTDP1	33
THEG	107
MADCAM1	10
BSG	86
POLRMT	32
FGF22	28
MISP	82
PTBP1	128
AZU1	155
ELANE	131
R3HDM4	68
KISS1R	66
GRIN3B	14
TMEM259	37
CNN2	40
ABCA7	54
MIDN	55
CIRBP	75
C19ORF24	82
EFNA2	92
NDUFS7	162
DAZAP1	138
RPS15	107
SLC25A23	93
C19ORF25	64
PCSK4	53
REEP6	54
PLK5	21
MEX3D	24
UQCR11	61
ATP8B3	45
REXO1	81
MIR1909	49
KLF16	97
ABHD17A	119
ADAT3	136
SCAMP4	136
CSNK1G2	172
CSNK1G2-AS1	188
MOB3A	175
IZUMO4	176
AP3D1	119
DOT1L	109
MIR1227	37
SF3A2	36
JSRP1	15
LSM7	14
TIMM13	46
LMNB2	17
GADD45B	0
GNG7	41
SLC39A3	3
ZNF554	73
ZNF555	95
ZNF556	121
ZNF57	154
TLE6	188
GNA11	71
SMIM24	49
C19ORF71	105
MFSD12	103
HMG20B	90
CACTIN-AS1	56
CACTIN	34
PIP5K1C	38
MRPL54	99
MAP2K2	69
EBI3	33
TMIGD2	49
STAP2	12
MPND	9
PLIN4	6
PLIN5	23
LRG1	28
DPP9	67
DPP9-AS1	100
MIR7-3HG	24
MIR7-3	22
UHRF1	3
LONP1	173
CATSPERD	175
PRR22	109
DUS3L	102
FUT6	54
FUT3	42
VMAC	8
RFX2	13
ACSBG2	9
MLLT1	118
ACER1	172
CLPP	197
CRB3	174
DENND1C	154
TUBB4A	133
C3	84
TRIP10	101
ADGRE1	21
ADGRE4P	126
MBD3L5	164
MBD3L4	176
MBD3L2	183
MBD3L3	194
ZNF358	54
PET100	56
MCEMP1	103
PRR36	52
LYPLA2P2	58
MAP2K7	80
TGFBR3L	92
CTXN1	104
TIMM44	122
CCL25	110
CERS4	45
NDUFA7	35
HNRNPM	46
MYO1F	124
ADAMTS10	90
ACTL9	7
OR2Z1	37
ZNF558	131
MBD3L1	149
ZNF560	127
ZNF561	4
ZNF561-AS1	6
ZNF562	49
ZNF846	137
UBL5	97
PIN1	90
COL5A3	9
C3P1	38
C19ORF66	83
PPAN	103
PPAN-P2RY11	103
SNORD105	104
SNORD105B	106
P2RY11	108
S1PR2	22
MIR4322	24
MRPL4	3
ICAM4	31
ZGLP1	56
FDX1L	62
TYK2	127
CDC37	150
MIR1181	150
ATG4D	38
MIR1238	30
KRI1	14
AP1M2	6
SLC44A2	22
ILF3	6
QTRT1	1
MIR638	15
MIR199A1	116
C19ORF38	145
CARM1	163
SMARCA4	74
LDLR	43
DOCK6	28
C19ORF80	53
TSPAN16	3
RAB3D	48
CCDC159	53
SWSAP1	81
CCDC151	144
ACP5	72
ZNF833P	21
ZNF823	88
ZNF441	114
ZNF491	145
ZNF440	161
ZNF439	136
ZNF69	97
ZNF700	60
ZNF763	20
ZNF433	52
ZNF844	79
ZNF20	10
ZNF625-ZNF20	6
ZNF625	6
ZNF136	10
ZNF44	144
ZNF563	183
ZNF442	195
ZNF799	159
ZNF443	119
ZNF709	75
ZNF564	9
ZNF490	50
ZNF791	48
MAN2B1	3
WDR83	5
WDR83OS	1
DHPS	10
FBXW9	25
SNORD41	35
BEST2	79
PRDX2	131
DNASE2	144
KLF1	138
FARSA	91
FARSA-AS1	97
TRMT1	25
CACNA1A	80
C19ORF53	13
ZSWIM4	7
MIR24-2	24
MIR27A	24
MIR23A	24
MIR181C	7
MIR181D	7
C19ORF57	25
DCAF15	69
PALM3	178
ADGRL1	139
ADGRE5	33
DDX39A	73
PTGER1	129
DNAJB1	167
MIR639	158
TECR	158
NDUFB7	113
CLEC17A	104
ADGRE3	10
ZNF333	2
ADGRE2	92
SLC1A6	106
WIZ	173
MIR1470	175
RASAL3	158
PGLYRP2	143
CYP4F22	116
CYP4F8	9
CYP4F3	15
CYP4F12	47
CYP4F24P	95
OR10H5	83
UCA1	48
CYP4F2	22
CYP4F11	59
OR10H4	71
LINC00661	27
LINC00905	8
TPM4	33
FAM32A	7
AP1M1	20
KLF2	77
SMIM7	123
CPAMD8	46
HAUS8	2
UBE2Z	132
NR2F6	100
USHBP1	80
BABAM1	80
ANKLE1	66
ABHD8	42
BST2	9
BISPR	7
MVB12A	22
TMEM221	17
NXNL1	4
SLC27A1	2
COLGALT1	87
UNC13A	32
JAK3	77
RPL18A	67
SNORA68	65
SLC5A5	55
PIK3R2	95
MPV17L2	59
RAB3A	46
LRRC25	46
ISYNA1	15
FKBP8	90
KXD1	102
UBA52	116
KLHL26	181
UPF1	53
GDF1	12
SUGP2	19
SLC25A42	8
RFXANK	137
NCAN	133
MAU2	24
GATAD2A	8
MIR640	57
NDUFA13	18
YJEFN3	6
PBX4	24
ATP13A1	13
ZNF101	16
ZNF253	89
ZNF93	54
ZNF682	86
ZNF90	122
VSTM2B	86
C19ORF12	24
CCNE1	119
LINC01533	196
PDCD5	8
NUDT19	119
SLC7A9	103
C19ORF40	2
LRP3	79
SLC7A10	112
CEBPA-AS1	109
KIAA0355	156
SCGB1B2P	166
SCGB2B3P	199
ZNF302	167
ZNF181	110
ZNF30-AS1	83
ZNF792	49
SCN1B	15
HPN	25
HPN-AS1	29
LGI4	0
FXYD5	17
FAM187B	93
LSR	111
MAG	154
CD22	165
FFAR1	143
FFAR3	136
GPR42	124
LINC01531	89
KRTDAP	2
DMKN	17
TMEM147-AS1	52
TMEM147	50
ATP4A	70
HAUS5	117
ETV2	146
COX6B1	153
UPK1A	171
UPK1A-AS1	180
ZBTB32	183
KMT2B	169
IGFLR1	140
LIN37	139
HSPB6	128
PROSER3	129
LINC01529	87
PRODH	72
SDHAF1	57
SYNE4	73
ALKBH6	78
CLIP3	90
THAP8	68
WDR62	70
OVOL3	13
POLR2I	7
TBCB	10
CAPNS1	16
COX7A1	20
ZNF565	41
LINC00665	158
DPF1	3
PPP1R14A	10
SPINT2	16
C19ORF33	28
CATSPERG	2
PSMD8	1
EIF3K	6
ACTN4	12
CAPN12	111
LGALS7	140
LGALS7B	153
LGALS4	179
MRPS12	191
NCCRP1	15
IFNL3	34
IFNL4	37
IFNL2	55
IFNL1	83
GMFG	107
PLEKHG2	31
TIMM50	32
EID2	6
LGALS13	67
LGALS16	16
LGALS14	31
LEUTX	103
DYRK1B	163
FBL	175
PSMC4	181
ZNF780B	94
ZNF780A	59
MAP3K10	30
AKT2	44
MIR641	62
C19ORF47	127
PLD3	137
BLVRB	192
ITPKC	57
C19ORF54	92
MIA	115
MIA-RAB4B	115
RAB4B	118
RAB4B-EGLN2	118
EGLN2	139
CYP2T1P	153
CYP2B6	148
CYP2A13	51
CYP2F1	25
CYP2S1	14
HNRNPUL1	57
BCKDHA	52
ERICH4	6
PCAT19	37
LINC01480	4
CEACAM21	9
CEACAM4	59
CEACAM7	118
CEACAM5	136
CEACAM6	119
CEACAM3	77
ARHGEF1	8
RABAC1	12
ATP1A3	46
ZNF574	33
GSK3A	132
CIC	169
MEGF8	128
LIPE-AS1	57
LIPE	24
CXCL17	9
CEACAM1	76
CEACAM8	142
PSG9	177
CD177	95
PHLDB3	17
ZNF575	8
PINLYP	52
ZNF576	55
SRRM5	39
PLAUR	20
IRGC	33
SMG9	7
ZNF283	77
CEACAM20	127
CEACAM22P	101
IGSF23	46
PVR	16
CEACAM19	11
CEACAM16	26
BCL3	16
BCAT2	26
APOE	44
APOC1P1	23
APOC4	8
APOC4-APOC2	8
APOC2	4
RELB	51
CLASRP	88
PPP1R37	89
NKPD1	20
EXOC3L2	53
MARK4	68
CKM	142
KLC3	157
ERCC2	189
PPM1N	146
VASP	137
OPA3	58
MIR330	4
MIR642A	29
QPCTL	47
BHMG1	79
DMWD	17
RSPH6A	4
SYMPK	52
FOXA3	51
MYPOP	91
CCDC61	17
MIR769	6
IGFL1	32
HIF3A	38
