GENE	DIST
ANKRD36BP2	29
ANKRD20A8P	101
TEKT4	88
TIRAP	5
MRPS5	103
ZNF514	141
ZNF2	145
LINC00342	191
ANKRD36C	25
FAHD2CP	9
GPAT2	16
ADRA2B	97
ASTL	120
DUSP2	127
STARD7	190
STARD7-AS1	188
LMAN2L	118
CNNM4	99
CNNM3	44
ANKRD23	14
ANKRD39	0
SEMA4C	11
FAM178B	128
CNGA3	173
INPP4A	74
COA5	39
UNC50	40
MGAT4A	15
IL1RL2	172
IL1RL1	48
IL18R1	3
IL18RAP	59
SLC9A4	113
SEPT10	67
SOWAHC	65
LIMS3	160
LINC01123	131
MALL	0
NPHP1	88
BCL2L11	2
ANAPC1	137
MERTK	149
TMEM87B	6
FBLN7	89
ZC3H8	1
ZC3H6	17
RGPD8	177
CKAP2L	191
IL1A	171
IL1B	119
IL37	45
IL36G	19
IL36A	47
IL36B	33
IL36RN	29
IL1F10	16
IL1RN	20
PSD4	35
PAX8	142
PAX8-AS1	97
FOXD4L1	199
PGM5P3-AS1	153
PGM5P4-AS1	153
PGM5P4	158
FAM138B	121
MIR1302-3	113
WASH2P	114
DDX11L2	94
RABL2A	71
SLC35F5	60
ACTR3	192
BIN1	60
CYP27C1	159
RAB6C-AS1	175
RAB6C	178
FAR2P1	105
POTEF	27
MED15P9	28
CCDC74B	11
SMPD4	25
MZT2B	23
TUBA3E	42
CCDC115	84
SPPL2B	86
PTPN18	72
FAR2P2	2
CYP4F62P	15
POTEI	82
CFC1B	92
CFC1	173
POTEJ	183
KIF1A	164
C2ORF54	92
SNED1	12
MTERF4	117
PASK	164
PPP1R7	162
GAL3ST3	179
NEU4	143
PDCD1	92
RTP5	84
LINC01237	72
TCF15	123
SRXN1	79
SCRT2	57
SLC52A3	35
FAM110A	105
ANGPT4	182
PSMF1	196
TMEM74B	128
C20ORF202	111
RAD21L1	89
SNPH	49
SDCBP2	15
SDCBP2-AS1	9
FKBP1A	79
NSFL1C	35
SIRPG	11
SIRPD	54
SIRPB1	116
SIRPG-AS1	128
PRNP	69
PRND	33
PRNT	12
RASSF2	51
TMEM230	159
PCNA	173
CDS2	171
GPCPD1	172
C20ORF196	34
CHGB	125
TRMT6	167
MCM8	165
NKX2-4	105
NKX2-2	10
PAX1	200
NXT1	94
LINC01431	85
GZF1	81
CSTL1	5
CST11	9
CST8	45
CST13P	73
CST9L	34
CST9	2
CST3	34
CST4	85
CST1	147
BCL2L1	123
TPX2	109
MYLK2	28
FOXS1	0
DUSP15	24
PDRG1	105
XKR7	119
CCM2L	162
NOL4L	172
C20ORF203	17
COMMD7	87
DNMT3B	104
MAPRE1	161
EFCAB8	200
AHCY	4
ITCH	45
MIR644A	61
DYNLRB1	11
MAP1LC3A	18
TP53INP2	176
TOP1	148
PLCG1-AS1	37
PLCG1	39
ZHX3	35
LPIN3	3
PREX1	79
ARFGEF2	12
CSE1L-AS1	138
CSE1L	136
SNAI1	196
TRERNA1	135
UBE2V1	64
TMEM189-UBE2V1	23
TMEM189	23
LINC01273	6
CEBPB-AS1	4
CEBPB	1
LINC01270	103
LINC01271	133
PTPN1	50
MIR645	6
MIR1302-5	37
PARD6B	152
ZNF217	5
SUMO1P1	61
BCAS1	133
GMEB2	155
STMN3	129
RTEL1	126
RTEL1-TNFRSF6B	126
ARFRP1	74
ZGPAT	77
LIME1	48
SLC2A4RG	44
ZBTB46	22
ZBTB46-AS1	23
ABHD16B	76
TPD52L2	80
DNAJC5	79
UCKL1	16
MIR1914	31
MIR647	29
ZNF512B	2
SAMD10	6
PRPF6	6
SOX18	76
TCEA2	88
RGS19	106
OPRL1	105
LKAAEAR1	111
NPBWR2	134
MIS18A	132
MRAP	121
URB1	18
SNORA80A	34
URB1-AS1	20
EVA1C	2
TCP10L	13
SYNJ1	156
PAXBP1-AS1	154
PAXBP1	200
C21ORF62-AS1	198
TRAPPC10	123
PWP2	28
C21ORF33	2
ICOSLG	63
DNMT3L	41
AIRE	20
PFKL	6
C21ORF2	35
TRPM2-AS	121
LRRC3-AS1	151
LRRC3	149
TSPEAR-AS1	199
CCT8L2	190
TPTEP1	183
ANKRD62P1-PARP4P3	107
XKR3	38
HSFY1P1	42
HIRA	194
MRPL40	195
C22ORF39	178
UFD1L	147
CDC45	148
CLDN5	101
SEPT5	85
GP1BB	95
TBX1	128
ZNF74	27
SCARF2	18
KLHL22	76
MED15	85
POM121L4P	92
TMEM191A	80
PI4KA	79
SERPIND1	7
SNAP29	77
CRKL	64
AIFM3	14
LZTR1	0
THAP7	22
THAP7-AS1	20
TUBA3FP	34
P2RX6	33
SLC7A4	52
MIR649	54
P2RX6P	64
LRRC74B	64
BCRP2	121
FAM230B	185
TMEM191C	174
PI4KAP2	122
UBE2L3	74
YDJC	9
CCDC116	8
SDF2L1	0
MIR301B	1
MIR130B	1
PPIL2	4
YPEL1	76
PRAMENP	145
VPREB1	53
BMS1P20	106
ZNF280B	130
ZNF280A	119
PRAME	97
POM121L1P	6
GGTLC2	8
MIR650	169
GUSBP11	174
RGL4	197
ZNF70	140
VPREB3	137
C22ORF15	130
CHCHD10	123
MMP11	120
SMARCB1	106
DERL3	52
SLC2A11	36
MIF-AS1	7
GSTT2B	69
DDTL	73
DDT	88
GSTT2	86
GSTT1	150
CABIN1	171
SEZ6L	190
ASPHD2	69
HPS4	121
SRRD	123
TFIP11	154
MIR548J	197
RAD18	8
SRGAP3-AS2	111
SRGAP3-AS3	87
SRGAP3-AS4	54
THUMPD3	58
THUMPD3-AS1	94
SETD5	93
SYN2	130
TIMP4	26
PPARG	172
TSEN2	0
MKRN2OS	62
MKRN2	72
RAF1	181
CHCHD4	77
TMEM43	79
XPC	23
LSM3	25
LINC01267	109
SLC6A6	61
GRIP2	77
CCDC174	187
LRRC2	135
TDGF1	129
ALS2CL	8
TMIE	3
PRSS50	15
PRSS45	42
PRSS42	58
MYL3	29
PTH1R	12
CCDC12	84
NBEAL2	85
NRADDP	117
MAP4	183
CDC25A	84
CHAMP1	51
ZNF589	33
FCF1P2	19
NME6	28
SPINK8	55
MIR2115	43
FBXW12	62
PLXNB1	3
CCDC51	7
TMA7	5
ATRIP	12
TREX1	30
SHISA5	67
PFKFB4	120
COL7A1	158
MIR711	142
UQCRC1	173
TMEM89	185
SLC26A6	198
RASSF1	195
ZMYND10	190
NPRL2	185
XXCOS-LUCA11.4	187
TMEM115	177
CACNA2D2	32
C3ORF18	31
HEMK1	30
CISH	75
MAPKAPK3	78
DOCK3	136
CCDC66	144
FAM208A	35
ARHGEF3	89
ARHGEF3-AS1	51
SPATA12	68
IL17RD	180
ARL6	32
CRYBG3	24
CD200	184
BTLA	15
ATG3	46
SLC35A5	44
LINC01279	86
CCDC80	125
TMCC1	41
TMCC1-AS1	43
ALG1L2	25
FAM86HP	6
COL6A4P2	105
RYK	54
AMOTL2	69
CEP63	9
KY	175
DCUN1D1	145
MCCC1	26
LAMP3	13
MCF2L2	42
B3GNT5	65
LINC00888	59
KLHL7	169
KLHL6-AS1	160
AP2M1	193
ABCF3	182
VWA5B2	134
MIR1224	126
ALG3	117
CAMK2N2	104
ECE2	92
PSMD2	67
EIF4G1	53
SNORD66	42
FAM131A	30
CLCN2	4
POLR2H	6
THPO	13
CHRD	11
EPHB3	3
MAGEF1	14
VPS8	33
IGF2BP2	165
TRA2B	48
ETV5	122
DGKG	126
MIR944	128
P3H2	164
P3H2-AS1	162
XXYLT1	25
XXYLT1-AS1	180
XXYLT1-AS2	127
ACAP2	169
PPP1R2	113
APOD	72
SDHAP2	1
MIR570	40
MUC20	61
MUC4	55
TNK2	24
TNK2-AS1	11
SDHAP1	73
TFRC	165
DLGAP5	112
DLG1-AS1	109
ZNF718	111
ZNF876P	29
ZNF732	65
MIR571	107
SPON2	151
CTBP1	111
CTBP1-AS2	112
MAEA	52
CRIPAK	29
MXD4	200
ZFYVE28	97
CFAP99	45
TNIP2	6
ADD1	79
MFSD10	2
NOP14-AS1	1
NOP14	31
GRK4	29
HTT-AS	142
SLC6A4	140
ADRA2C	127
FAM86EP	63
ABLIM2	83
SH3TC1	45
HTRA3	25
ACOX3	38
TRMT44	36
GPR78	175
CPZ	188
MIR548I2	106
DRD5	117
FGFBP1	83
FGFBP2	59
PROM1	53
TAPT1	24
TAPT1-AS1	22
PDS5A	174
N4BP2	97
RHOH	42
CHRNA9	11
SEC31A	172
THAP9-AS1	171
THAP9	174
LIN54	62
COPS4	39
PLAC8	37
HPSE	72
HELQ	193
MRPS18C	191
GAR1	189
RRH	176
LRIT3	156
EGF	91
ELOVL6	195
MAD2L1	14
GALNT15	86
HMGB2	80
SAP30	116
SLC9A3	149
CEP72	63
TPPP	19
ZDHHC11	52
BRD9	11
TRIP13	13
NKD2	103
MAST4-AS1	15
SLC30A5	3
CCNB1	76
CENPH	99
MRPS36	122
CDK7	105
CCDC125	5
AK4	31
TAF9	31
RAD17	30
MARVELD2	74
OCLN	152
GUSBP9	188
PMCHL2	74
MCCC2	12
CARTPT	118
ARHGEF28	23
FGF1	16
ARHGAP26	53
ARHGAP26-AS1	15
GABRP	5
RANBP17	72
FBXW11	30
STK10	151
EFCAB9	155
NEURL1B	77
ERGIC1	115
HRH2	40
CPLX2	77
KIAA1191	195
ARL10	193
MIR1271	191
NOP16	168
HIGD2A	170
CLTB	140
FAF2	110
RNF44	19
GPRIN1	53
SNCB	66
EIF4E1B	68
TSPAN17	51
LINC01574	44
UNC5A	111
HOOK3	117
UIMC1	10
ZNF346	3
FGFR4	70
NSD1	114
RAB24	3
PRELID1	5
MXD3	5
LMAN2	14
RGS14	18
SLC34A1	5
PFN3	23
F12	32
GRK6	47
PRR7-AS1	49
PRR7	52
DBN1	23
PDLIM7	0
DOK3	12
DDX41	20
FAM193B	52
TMED9	16
B4GALT7	8
FAM153A	104
PROP1	60
RMND5B	51
NHP2	76
GMCL1P1	49
HNRNPAB	34
PHYKPL	4
COL23A1	43
CLK4	80
ZNF354A	183
ZNF354C	198
ADAMTS2	88
RUFY1	118
HNRNPH1	43
C5ORF60	21
CBY3	3
CANX	19
LTC4S	114
MGAT4B	125
MIR1229	121
SQSTM1	141
RASGEF1C	117
MAPK9	46
GFPT2	26
FLT4	157
OR2Y1	66
LINC00847	21
BTNL8	100
BTNL3	179
MYLK4	23
WRNIP1	30
SERPINB1	48
SERPINB9P1	57
SERPINB9	30
SERPINB6	38
LINC01011	52
NQO2	64
RIPK1	132
BPHL	167
TUBB2A	126
TUBB2B	56
PSMG4	26
SLC22A23	161
PXDC1	18
FAM50B	113
DCDC2	165
KAAG1	168
MRS2	122
GPLD1	34
ALDH5A1	30
KIAA0319	122
TDP2	143
ACOT13	141
C6ORF62	134
GMNN	80
CMAHP	124
LRRC16A	13
SCGN	156
GUSBP2	169
LINC00240	171
HIST1H2BJ	6
HIST1H2AG	4
HIST1H4I	11
HIST1H2BK	20
PRSS16	70
POM121L2	3
VN1R10P	6
ZNF204P	55
ZNF391	70
ZNF184	156
HIST1H2BL	21
HIST1H2AI	19
HIST1H3H	21
HIST1H2AJ	28
HIST1H2BM	26
HIST1H4J	35
HIST1H4K	45
HIST1H2AK	52
HIST1H2BN	50
HIST1H2AL	77
HIST1H1B	81
HIST1H3I	86
HIST1H4L	87
HIST1H3J	104
HIST1H2AM	106
HIST1H2BO	105
OR2B2	126
OR2B6	169
MOG	191
ZFP57	169
HLA-F	124
HLA-F-AS1	97
IFITM4P	95
HCG4	53
HLA-V	56
HLA-G	21
HLA-H	39
HLA-A	75
HCG9	43
HLA-J	12
ZNRD1	43
PPP1R11	48
RNF39	59
TRIM31	96
TRIM31-AS1	87
TRIM40	118
TRIM10	144
TRIM15	144
TRIM26	197
HCG17	150
HCG18	149
TRIM39	151
TRIM39-RPP21	148
RPP21	133
HLA-E	11
GNL1	81
PRR3	78
ABCF1	93
MIR877	106
PPP1R10	141
MRPS18B	139
ATAT1	148
C6ORF136	168
DHX16	196
DPCR1	197
HCG21	181
MUC21	154
MUC22	132
HCG22	84
C6ORF15	23
PSORS1C1	23
CDSN	15
PSORS1C2	3
CCHCR1	22
TCF19	20
POU5F1	25
PSORS1C3	9
HCG27	0
HLA-C	75
HLA-B	8
MICA	31
LINC01149	73
HCP5	94
MICB	129
DDX39B	133
ATP6V1G2-DDX39B	129
SNORD117	139
SNORD84	135
DDX39B-AS1	135
ATP6V1G2	129
NFKBIL1	130
LTA	106
TNF	102
LTB	93
LST1	91
NCR3	83
AIF1	63
PRRC2A	57
SNORA38	55
BAG6	23
APOM	22
C6ORF47	15
GPANK1	9
CSNK2B	12
LY6G5B	7
LY6G5C	4
ABHD16A	17
LY6G6E	27
LY6G6D	27
LY6G6C	35
DDAH2	35
CLIC1	28
MSH5	28
MSH5-SAPCD1	28
SAPCD1	5
SAPCD1-AS1	0
VWA7	11
VARS	29
LSM2	40
HSPA1L	48
HSPA1A	47
HSPA1B	59
C6ORF48	66
SNORD48	67
SNORD52	68
NEU1	96
SLC44A4	112
EHMT2	131
ZBTB12	135
C2	159
CFB	177
NELFE	192
MIR1236	190
SKIV2L	190
ATF6B	117
FKBPL	115
PPT2	94
PPT2-EGFL8	94
EGFL8	83
AGPAT1	70
AGER	61
PBX2P1	56
GPSM3	50
NOTCH4	22
C6ORF10	44
HCG23	27
BTNL2	9
HLA-DRA	21
HLA-DRB5	114
HLA-DRB6	136
HLA-DRB1	106
HLA-DQA1	60
HLA-DQB1	29
HLA-DQB1-AS1	38
HLA-DQA2	43
HLA-DQB2	22
HLA-DOB	19
TAP2	2
PSMB8	7
PSMB8-AS1	5
TAP1	16
PSMB9	15
HLA-DMB	55
HLA-DMA	43
BRD2	29
HLA-DOA	13
HLA-DPA1	77
HLA-DPB1	77
HLA-DPB2	114
HCG24	134
COL11A2	83
RXRB	75
SLC39A7	77
HSD17B8	73
MIR219A1	70
RING1	69
HCG25	28
VPS52	4
RPS18	6
B3GALT4	1
WDR46	6
PFDN6	8
MIR6834	7
RGL2	3
TAPBP	18
ZBTB22	21
KIFC1	93
PHF1	112
CUTA	122
SYNGAP1	121
ZBTB9	156
LINC01016	129
MIR1275	26
GRM4	100
HMGA1	11
NUDT3	146
RPS10-NUDT3	179
RPS10	179
UHRF1BP1	196
TAF11	98
ANKS1A	98
TCP11	155
ZNF76	188
DEFA6	150
PPARD	105
FANCE	4
RPL10A	0
TEAD3	30
TULP1	46
FKBP5	7
ARMC12	1
CLPSL2	38
CLPSL1	42
CLPS	61
SRPK1	184
PPIL1	141
C6ORF89	132
PI16	63
MTCH1	29
FGD2	12
LONP1	38
TMEM217	51
TBC1D22B	49
RNF8	145
LINC01276	85
FOXP4-AS1	40
FOXP4	41
MIR4641	10
MDFI	50
TFEB	149
PGC	161
FRS3	193
PRICKLE4	192
TOMM6	199
TRERF1	84
UBR2	25
PRPH2	3
ATP6V0CP3	0
TBCC	19
RPL7L1	1
C6ORF226	14
PTCRA	37
CNPY3	50
GNMT	82
PEX6	102
PPP2R5D	106
MEA1	140
KLHDC3	135
RRP36	143
CUL7	177
MRPL2	183
KLC4	181
PTK7	198
XPO5	180
GTPBP2	127
MAD2L1BP	122
RSPH9	113
MRPS18A	68
VEGFA	1
C6ORF223	77
MRPL14	51
TMEM63B	49
CAPN11	80
SLC29A1	141
HSP90AB1	168
SLC35B2	181
NFKBIE	189
TMEM151B	192
GSTA4	173
ICK	107
FBXO9	100
GCM1	20
ELOVL5	130
RPS16P5	141
LINC01564	147
KLHL31	186
TPD52L1	161
HDDC2	10
TARID	33
LINC01312	103
TCF21	35
TBPL1	27
SLC2A12	40
HMGA1P7	24
TMEM181	168
DYNLT1	58
SYTL3	54
EZR	115
EZR-AS1	113
OSTCP1	154
C6ORF99	183
SLC22A2	194
SLC22A3	106
LPAL2	58
LINC00473	112
TCP10L2	181
UNC93A	61
TTLL2	27
TCP10	33
PSMB1	181
TBP	182
PDCD2	150
TNRC18	60
FBXL18	29
MIR589	11
ACTB	46
FSCN1	106
RNF216-IT1	196
DAGLB	136
KDELR2	100
GRID2IP	32
ZDHHC4	8
C7ORF26	3
ZNF316	50
ZNF12	122
PMS2CL	148
RSPH10B	167
RSPH10B2	167
CCZ1B	108
MRPS17	166
GBAS	153
PSPH	64
CCT6A	66
SNORA15	57
SUMF2	54
PHKG1	23
CHCHD2	9
LINC01005	153
ZNF727	140
ZNF735	21
ZNF679	42
ZNF736	128
YWHAEP1	131
ZNF680	0
ZNF138	168
CCT6P3	177
INTS4P1	74
ZNF92	162
NSUN5	141
TRIM50	124
FKBP10	123
FZD9	17
BAZ1B	72
BCL7B	71
TBL2	50
MLXIPL	5
VPS37D	36
DNAJC30	53
STX1A	90
ABHD11-AS1	103
ABHD11	109
CLDN3	89
CLDN4	30
ELN	166
RFC2	165
CLIP2	132
GTF2IRD1	2
GTF2IRD2B	12
NCF1C	93
SPDYE8P	121
SPDYE17	120
SPDYE13P	119
SPDYE14P	119
SPDYE15P	119
SPDYE11	119
NSUN5P1	46
POM121C	31
SPDYE5	36
PMS2P3	73
HIP1	94
CCL26	145
CCL24	169
SRRM3	114
HSPB1	14
YWHAG	44
SSC4D	24
ZP3	39
DTX2	24
FDPSP2	39
UPK3B	6
SPDYE16	25
SPDYE18	183
FAM185BP	122
CCDC146	124
FGL2	44
GSAP	81
MUC3A	178
MUC12	113
MUC17	62
TRIM56	2
SERPINE1	44
AP1S1	71
VGF	84
NAT16	99
MOGAT3	120
PLOD3	137
ZNHIT1	134
CLDN15	157
FIS1	164
SH2B2	12
SPDYE6	82
PRKRIP1	89
MIR548O	77
ORAI2	52
ALKBH4	18
LRWD1	20
POLR2J	4
POLR2J3	0
SPDYE2	24
SPDYE2B	24
RASA4	43
RASA4B	43
POLR2J2	98
RASA4DP	175
FAM185A	173
FBXL13	1
LRRC17	162
ARMC10	0
NAPEPLD	75
ORC5	25
LHFPL3	93
NRCAM	7
PNPLA8	64
THAP5	106
DNAJB9	104
KIAA1549	97
ZC3HAV1L	43
ZC3HAV1	30
TTC26	52
UBN2	150
OR6B1	174
OR2A5	128
OR2A25	104
OR2A12	83
OR2A2	69
OR2A14	49
CTAGE4	4
ARHGEF35	18
OR2A1-AS1	16
OR2A1	55
OR2A42	55
OR2A9P	74
OR2A7	82
ARHGEF34P	109
CTAGE8	92
ARHGEF5	176
ATP6V0E2-AS1	183
ATP6V0E2	185
MCPH1	171
ANGPT2	13
AGPAT5	129
XKR5	0
DEFB1	41
DEFA4	11
DEFT1P	63
DEFT1P2	63
DEFA1	67
DEFA3	48
DEFA1B	48
DEFA11P	36
DEFA5	9
FAM66B	1
USP17L1	26
USP17L4	21
ZNF705G	6
DEFB4B	60
DEFB103A	73
DEFB103B	73
SPAG11B	107
DEFB104A	118
DEFB104B	118
DEFB106A	129
DEFB106B	129
DEFB105A	129
DEFB105B	129
DEFB107A	137
DEFB107B	137
PRR23D1	181
PRR23D2	181
FAM90A10P	118
SPAG11A	40
DEFB4A	6
ZNF705B	7
FAM66E	36
USP17L8	56
USP17L3	61
MIR548I3	147
FAM85B	8
FAM86B3P	9
LINC00208	131
GATA4	4
C8ORF49	7
NEIL2	1
FDFT1	34
CTSB	101
DEFB136	41
DEFB135	36
DEFB134	15
ZNF705D	70
FAM66D	97
USP17L7	92
USP17L2	87
FAM90A2P	49
FAM86B1	32
FAM86B2	32
FAM66A	133
DEFB109P1	173
FAM90A25P	191
DDX11L5	4
FAM138C	21
FOXD4	104
CBWD1	165
LINC01410	1
KLF9	64
FUNDC1	1
SLC9A7	155
STK19B	79
LINC01545	14
JADE3	4
RGN	161
SHROOM4	63
BMP15	157
NUDT10	130
CXORF67	56
NUDT11	35
LINC01496	46
MAGED4	191
MAGED4B	191
SNORA11D	197
SNORA11E	197
XAGE2	106
KDM5C	89
IQSEC2	6
SMC1A	105
RIBC1	103
HSD17B10	117
RRAGB	191
KLF8	1
STARD8	178
EFNB1	2
FTX	50
MIR421	125
MIR374B	125
MIR545	56
MIR374A	56
ZCCHC13	41
SLC16A2	75
SLC25A43	72
SLC25A5-AS1	1
SLC25A5	3
CXORF56	95
UBE2A	102
NKRF	135
MIR766	176
MAGEA3	175
CETN2	114
NSDHL	116
ZNF185	33
PNMA5	43
PNMA3	18
PNMA6A	34
MLLT11	66
AP2A2	199
ZFYVE19	96
MYH11	156
TOP3A	94
ACACA	12
MLLT6	35
LASP1	200
LOC100128568	82
MAPRE1	161
SEPT5	85
PDS5A	174
ARHGAP26	53
TNRC18	60
CLIP2	132
MORN1	360
RER1	362
PEX10	339
PLCH2	278
PANK4	225
HES5	222
ACTRT2	252
LINC00982	300
PRDM16	299
WRAP73	222
TP73	261
TP73-AS1	319
CCDC27	322
SMIM1	343
LRRC47	369
ERRFI1	222
ENO1	385
ENO1-AS1	387
CA6	320
SLC2A7	237
CLSTN1	330
FBXO2	249
FBXO44	251
FBXO6	241
MAD2L2	222
DRAXIN	214
PRAMEF11	207
HNRNPCL4	224
HNRNPCL3	224
HNRNPCL1	224
PRAMEF2	230
PRAMEF4	262
PRAMEF7	290
PRAMEF8	290
PRAMEF6	323
CELA2B	206
CASP9	256
DNAJC16	257
AGMAT	317
DDI2	347
RSC1A1	390
SPEN	341
ZBTB17	211
CROCC	222
MFAP2	283
ATP13A2	314
SDHB	353
PADI2	288
PADI1	204
ACTL8	345
IFFO2	391
MINOS1	247
MINOS1-NBL1	247
NBL1	295
HTR6	315
TMCO4	397
RNF186	382
OTUD3	317
PLA2G2E	273
PLA2G2A	217
LINC01141	231
CAMK2N1	288
MUL1	310
FAM43B	352
CDA	389
EIF4G3	369
USP48	245
LDLRAD2	272
HSPG2	399
GALE	397
HMGCL	372
FUCA1	329
PCDHA6	284
MIR378F	270
PNRC2	239
SRSF10	217
SRRM1	253
CLIC4	355
RHCE	376
LDLRAP1	255
EXTL1	222
SLC30A2	248
TRIM63	270
PDIK1L	312
FAM110D	359
ZNF593	370
CNKSR1	377
CATSPER4	391
LIN28A	378
DHDDS	357
HMGN2	317
RPS6KA1	246
MIR1976	234
TMEM222	212
ACTG1P20	214
SYTL1	227
STX12	203
PPP1R8	261
SCARNA1	264
THEMIS2	303
POLR1B	347
SMPDL3B	365
XKR8	389
CTPS1	291
SLFNL1	246
DPYD-AS1	245
S1PR1	283
DNAJA1P5	351
PRMT6	376
NTNG2	293
SORT1	373
PSMA5	344
SYPL2	306
ATXN7L2	289
CYB561D1	279
AMIGO1	261
GPR61	233
GNAI3	224
KCNC4-AS1	228
KCNC4	227
RBM15	355
CTTNBP2NL	277
WNT2B	206
SLC16A1	284
AKR7A2P1	249
SLC16A1-AS1	283
LRIG2	399
PTGFRN	336
NOTCH2	311
SRGAP2-AS1	215
EMBP1	334
NBPF8	382
PFN1P2	361
NBPF9	361
PDZK1P1	231
PDE4DIPP1	263
RNVU1-8	307
NBPF13P	278
PRKAB2	219
CHD1L	221
PDIA3P1	216
ACP6	278
GJA5	381
GJA8	351
GPR89B	325
DRD5P2	304
OTUD7B	218
VPS45	273
PLEKHO1	355
ANP32E	385
CA14	365
APH1A	352
C1ORF54	350
CIART	341
MRPS21	329
PRPF3	302
RPRD2	259
PIP5K1A	205
PSMD4	261
ZNF687	288
PI4KB	336
RFX5	355
SELENBP1	381
CELF3	294
RIIAD1	291
MRPL9	247
OAZ3	250
TDRKH	220
LINGO4	206
SMCP	224
IVL	255
SPRR4	262
SPRR1A	249
SPRR3	231
SPRR1B	202
S100A7L2	208
S100A7	220
TPM3	201
MIR190B	212
C1ORF189	224
C1ORF43	239
UBAP2L	237
HAX1	289
AQP10	337
ATP8B2	344
CD244	341
ITLN1	319
ITLN2	249
OLFML2B	380
CAMSAP2	347
GPR25	213
TNNT2	292
LAD1	314
TNNI1	336
PHLDA3	384
UBE2T	322
PPP1R12B	318
RABIF	224
KLHL12	263
ADIPOR1	293
CYB5R1	302
TMEM183A	340
PPFIA4	359
PRELP	391
OPTC	372
ATP2B4	240
PLEKHA6	235
PPP1R15B	286
PIK3C2B	365
MDM4	389
NFASC	298
SLC26A9	228
PIGR	225
FCAMR	249
C1ORF116	312
YOD1	332
PFKFB2	330
C4BPB	366
C4BPA	381
CR1	386
CR1L	237
PLXNA2	363
AIDA	378
BROX	380
FAM177B	355
DISP1	277
SUSD4	273
CCDC185	300
FBXO28	365
COA6	246
VIM-AS1	382
VIM	385
ST8SIA6-AS1	227
MIR511	231
C10ORF113	291
NEBL-AS1	316
ZNF33A	376
ZNF37A	292
ACTR3BP5	313
CCNYL2	396
LINC00839	395
ZNF37BP	315
ZNF33B	229
ZNF32	210
ZNF32-AS1	203
ZNF32-AS2	205
HNRNPA3P1	351
FRMPD2B	278
CTSLP2	240
A1CF	231
PRKG1-AS1	250
DKK1	252
BEND3P3	243
NUTM2B	223
DYDC1	212
FAM213A	261
TSPAN14	313
SH2D4B	391
OPN4	258
BMPR1A	360
NUTM2A	280
ATAD1	313
CFL1P1	312
KLLN	359
PTEN	357
ADGRA1-AS1	353
ADGRA1	354
KNDC1	282
UTF1	212
VENTX	204
MUC6	312
MUC2	348
TOLLIP	343
TOLLIP-AS1	345
BRSK2	264
RHOG	228
STIM1	240
USP47	203
CKAP5	306
SNORD67	389
LRP4-AS1	308
CORIN	233
C11ORF49	217
SPI1	216
SLC39A13	242
PSMC3	264
RAPSN	286
LRRC10B	379
SYT7	305
RPLP0P2	273
ASRGL1	228
SCGB1A1	310
NAA40	389
COX8A	353
SLC22A11	227
SLC22A12	262
NRXN2	396
BATF2	359
ARL2	344
SNX15	331
SAC3D1	317
NAALADL1	297
CDCA5	272
ZFPL1	274
TMEM262	267
VPS51	262
TM7SF2	246
ZNHIT2	238
MRPL49	236
SYVN1	221
AP5B1	264
OVOL1	268
OVOL1-AS1	274
SNX32	315
CFL1	341
EFEMP2	356
CTSW	361
FIBP	372
FOSL1	383
DRAP1	400
LRTOMT	265
LAMTOR1	290
ANAPC15	299
FOLR3	320
FOLR1	377
DDIAS	393
RAB30	221
SNORA70E	251
RAB30-AS1	222
FOXM1	224
TMEM126A	207
PICALM	216
EED	389
CTSC	326
HEPHL1	368
DSCAML1	256
CD3E	249
CD3D	289
CD3G	289
KMT2A	381
SLC6A12	249
SLC6A13	298
CACNA1C-AS1	383
FKBP4	281
ITFG2	264
NRIP2	239
C12ORF4	263
RAD51AP1	261
DYRK4	313
NDUFA9	372
GALNT8	366
NTF3	345
NCAPD2	207
SCARNA10	223
GAPDH	248
IFFO1	271
NOP2	283
SCARNA11	296
ACRBP	317
ING4	301
PIANP	264
COPS7A	242
MLF2	211
SLC2A14	249
SLC2A3	245
CLEC6A	222
CLEC4E	309
AICDA	381
RIMKLB	365
A2ML1	218
DDX12P	386
CMAS	396
ARF3	392
WNT10B	378
DDN	350
KMT2D	294
LMBR1L	239
TMBIM6	229
NCKAP5L	318
BCDIN3D-AS1	316
FIGNL2	328
ACVRL1	249
ACVR1B	208
KRT85	207
CSAD	294
RARG	350
MFSD5	379
ESPL1	396
CALCOCO1	252
PPP1R1A	378
GLYCAM1	400
BAZ2A	363
SNORD59A	355
PTGES3	312
NACA	274
HSD17B6	238
NXPH4	214
NDUFA4L2	240
STAC3	250
PPM1H	215
MLF2	269
SNRPF	203
ACACB	378
FOXN4	206
C12ORF76	291
P2RX7	365
P2RX4	288
DIABLO	208
VPS33A	246
CLIP1-AS1	374
TCTN2	370
ATP6V0A2	329
DNAH10	278
BRI3BP	232
AACS	303
NOC4L	367
POLE	219
PXMP2	221
ANKRD26P3	254
LINC00421	256
ZMYM5	263
ZMYM2	356
AMER2	397
LINC00463	389
LINC01053	390
MTMR6	282
LINC00410	325
ATP11AUN	384
ATP11A	341
ATP11A-AS1	274
LAMP1	265
GRTP1	334
GRTP1-AS1	319
ADPRHL1	360
DCUN1D2	318
TMCO3	320
TFDP1	226
RASA3	374
ACIN1	220
