GENE	DIST
OR4M2	65
OR4N3P	20
IGHV1OR15-1	17
IGHV1OR15-3	35
TRPM1	102
MIR211	139
KLF13	114
FMN1	94
TMCO5B	41
ZNF770	86
ANP32AP1	161
DPH6	101
DPH6-AS1	99
C15ORF41	75
MEIS2	1
SPRED1	103
FAM98B	22
C15ORF53	17
C15ORF54	116
THBS1	170
FSIP1	1
GPR176	37
SRP14	5
SRP14-AS1	6
BMF	62
BUB1B	60
PAK6	17
C15ORF56	33
ANKRD63	63
PLCB2	41
INAFM2	27
DISP2	6
KNSTRN	31
IVD	15
BAHD1	19
CHST14	49
C15ORF57	145
RPUSD2	147
CASC5	172
RAD51-AS1	194
RAD51	196
RMDN3	133
GCHFR	127
DNAJC17	81
C15ORF62	121
PPP1R14D	60
SPINT1	47
RHOV	15
VPS18	3
CHAC1	62
INO80	68
EXD1	46
CHP1	44
OIP5-AS1	99
OIP5	148
MIR626	84
MAPKBP1	1
JMJD7	11
JMJD7-PLA2G4B	11
PLA2G4B	22
SPTBN5	79
EHD4	158
EHD4-AS1	105
PLA2G4E-AS1	156
LRRC57	160
HAUS2	162
STARD9	135
UBR1	178
TMEM62	152
CCNDBP1	101
EPB42	63
LCMT2	46
ADAL	44
ZSCAN29	85
TUBGCP4	84
STRCP1	186
CATSPER2P1	158
PDIA3	159
ELL3	126
SERF2	113
MIR1282	110
SERINC4	104
HYPK	105
MFAP1	79
WDR76	79
FRMD5	24
PIN4P1	26
CASC4	67
EIF3J-AS1	127
EIF3J	129
SPG11	0
PATL2	12
B2M	45
TRIM69	49
SORD2P	98
SORD	8
DUOX2	84
DUOXA2	83
DUOXA1	93
SHF	103
SLC28A2	54
GATM	74
SPATA5L1	53
C15ORF48	25
MIR147B	23
SLC30A4	68
HMGN2P46	54
BLOC1S6	130
LINC01491	134
SLC24A5	127
CTXN2	162
SLC12A1	147
DUT	22
SHC4	99
NDUFAF4P1	4
GALK2	18
ATP8B4	22
SLC27A2	38
SPPL2A	136
AP4E1	4
DCAF13P3	40
CYP19A1	179
GLDN	180
DMXL2	21
LYSMD2	22
TMOD2	24
TMOD3	53
LEO1	7
MAPK6	37
BCL2L10	26
GNB5	52
MIR1266	137
MYO5A	200
ARPP19	160
FAM214A	50
ONECUT1	46
RAB27A	0
PIGBOS1	29
PIGB	27
MIR628	83
C15ORF65	117
DYX1C1	16
PYGO1	63
PRTG	56
NEDD4	194
TEX9	65
MNS1	35
TCF12	2
LINC00926	3
LINC01413	12
CGNL1	35
MYZAP	48
ALDH1A2	24
AQP7	45
LIPC	198
RNF111	168
CCNB2	51
MIR2116	16
LDHAL6B	34
FAM81A	26
GCNT3	77
GTF2A2	64
BNIP2	32
FOXB1	80
ANXA2	76
ICE2	42
RORA-AS1	44
RORA-AS2	95
VPS13C	186
TPM1	2
LACTB	25
RPS27L	63
RAB8B	93
APH1B	181
CA12	82
USP3-AS1	136
FBXL22	131
MIR422A	18
DAPK2	22
FAM96A	24
SNX1	24
SNX22	80
PPIB	93
RBPMS2	48
MIR1272	46
PIF1	16
PLEKHO2	30
ANKDD1A	5
SPG21	85
SLC51B	139
RASL12	163
KBTBD13	170
PDCD7	185
CLPX	133
CILP	107
PARP16	32
IGDCC3	58
IGDCC4	103
DPP8	123
HACD3	113
SLC24A1	21
RAB11A	35
SNAPC5	106
RPL4	99
SNORD18C	102
SNORD18B	102
SNORD16	101
SNORD18A	100
ZWILCH	101
LCTL	38
LINC01169	23
SMAD6	86
AAGAB	174
IQCH-AS1	92
C15ORF61	90
MAP2K5	117
SKOR1	41
CALML4	43
CLN6	19
FEM1B	26
CORO2B	37
ANP32A	36
MIR548H4	37
NOX5	54
EWSAT1	14
PAQR5	32
RPLP1	186
UACA	65
LARP6	25
THAP10	63
CT62	1
THSD4	25
THSD4-AS1	74
NR2E3	6
MYO9A	33
SENP8	35
PKM	77
PARP6	118
CELF6	166
MIR630	136
GOLGA6B	68
HIGD2B	35
BBS4	37
ADPGK	59
ADPGK-AS1	56
NEO1	28
HCN4	95
REC114	118
NPTN	5
CD276	43
C15ORF59	113
C15ORF59-AS1	126
TBC1D21	107
LOXL1-AS1	51
LOXL1	54
STOML1	15
PML	13
GOLGA6A	41
ISLR2	3
ISLR	48
STRA6	84
CYP11A1	7
SEMA7A	49
UBL7	27
UBL7-AS1	29
ARID3B	50
CLK3	12
EDC3	61
CYP1A1	91
CYP1A2	112
CSK	119
LMAN1L	88
CPLX3	74
SCAMP2	25
MPI	11
FAM219B	2
COX5A	3
RPP25	8
SCAMP5	35
PPCDC	7
C15ORF39	4
GOLGA6C	52
GOLGA6D	76
COMMD4	129
NEIL1	140
MIR631	149
MAN2C1	164
SNUPN	183
CSPG4	96
ODF3L1	87
DNM1P35	69
UBE2Q2	32
FBXO22	92
NRG4	121
ETFA	177
TYRO3P	125
ISL2	200
SCAPER	162
RCN2	94
PSTPIP1	31
TSPAN3	42
PEAK1	74
HMG20A	75
LINGO1-AS1	95
LINGO1-AS2	113
TBC1D2B	54
SH2D7	41
CIB2	0
IDH3A	15
ACSBG1	4
DNAJA4	25
WDR61	4
CRABP1	34
IREB2	7
HYKK	76
PSMA4	95
CHRNA5	70
CHRNA3	12
CHRNB4	7
ADAMTS7	102
MORF4L1	161
RASGRF1	93
ANKRD34C-AS1	97
MIR184	23
ANKRD34C	96
TMED3	72
MTHFS	52
ST20-MTHFS	68
ST20-AS1	70
BCL2A1	20
ZFAND6	65
FANCA	20
LINC00927	112
ARNT2	51
ABHD17C	1
CEMIP	85
MIR549A	150
IL16	40
STARD5	42
TMC3-AS1	40
TMC3	25
MEX3B	4
LINC01583	22
ADAMTS7P1	92
UBE2Q2P2	153
SLC28A1	160
PDE8A	63
GOLGA6L3	79
MIR7706	29
KLHL25	66
MIR1276	42
MRPL46	173
MRPS11	175
LINC01586	36
MIR1179	34
MIR7-2	30
AEN	21
ISG20	7
ACAN	29
HAPLN3	64
MFGE8	82
ABHD2	22
FANCI	63
POLG	25
MIR9-3	5
RHCG	65
LINC00928	93
TICRR	142
KIF7	85
PLIN1	61
PEX11A	49
MESP1	6
ANPEP	54
AP3S2	3
C15ORF38-AP3S2	14
ARPIN	14
ZNF710	71
IDH2	11
CIB1	54
GDPGP1	56
TTLL13P	40
NGRN	24
GABARAPL3	28
IQGAP1	65
CRTC3-AS1	16
LINC01585	35
BLM	14
FURIN	13
FES	0
MAN2A2	17
HDDC3	49
UNC45A	49
PRC1	111
PRC1-AS1	81
VPS33B	139
SV2B	173
SLCO3A1	140
ST8SIA2	8
C15ORF32	53
LINC00930	41
FAM174B	42
ASB9P1	80
LINC01578	29
CHD2	12
LINC01581	10
LINC01197	66
LINC00924	170
NR2F2-AS1	13
MIR1469	9
NR2F2	9
FAM169B	3
IGF1R	11
PGPEP1L	152
SYNM	108
TTC23	31
LRRC28	31
LYSMD4	27
DNM1P46	100
ALDH1A3	38
LRRK1	0
CHSY1	44
SNRPA1	1
PCSK6-AS1	26
TM2D3	11
TARSL2	83
OR4F6	162
OR4F13P	198
WASIR2	85
POLR3K	52
SNRNP25	54
RHBDF1	33
MPG	30
HBZ	34
HBA2	54
HBA1	58
HBQ1	61
LUC7L	112
RGS11	90
ARHGDIG	87
PDIA2	85
AXIN1	13
MRPL28	4
TMEM8A	15
NME4	28
DECR2	33
RAB11FIP3	57
CAPN15	159
PRR35	183
NHLRC4	176
PIGQ	173
RAB40C	153
WFIKKN1	112
WDR90	94
RHOT2	75
RHBDL1	67
STUB1	63
WDR24	51
FBXL16	35
METRN	28
FAM173A	22
CCDC78	15
NARFL	0
MSLN	17
MIR662	18
RPUSD1	1
CHTF18	0
GNG13	14
PRR25	16
LMF1	122
LMF1-AS1	132
SOX8	124
SSTR5-AS1	25
SSTR5	33
C1QTNF8	7
TPSG1	121
TPSB2	126
TPSAB1	134
TPSD1	150
IFT140	104
MAPK8IP3	12
NME3	55
MRPS34	56
EME2	54
NUBP2	64
IGFALS	66
HAGH	34
FAHD1	36
MEIOB	10
MSRB1	81
RPL3L	93
NDUFB10	96
RPS2	103
SNORA10	100
SNORA64	101
SNHG9	101
SNORA78	101
RNF151	103
TBL3	108
NOXO1	120
GFER	120
SYNGR3	126
NPW	123
SLC9A3R2	116
NTHL1	93
TSC2	95
PKD1	5
MIR1225	51
RAB26	5
SNHG19	13
SNORD60	13
TRAF7	12
MLST8	61
BRICD5	69
ECI1	84
RNPS1	68
MIR940	66
ABCA3	4
ABCA17P	2
CCNF	69
NTN3	27
ATP6V0C	15
AMDHD2	21
KCTD5	183
FLYWCH2	180
FLYWCH1	151
KREMEN2	99
PAQR4	94
PKMYT1	80
CLDN9	51
CLDN6	43
TNFRSF12A	43
MMP25-AS1	2
IL32	1
ZNF205-AS1	10
ZNF205	15
ZNF213-AS1	8
ZNF213	6
OR1F1	75
OR1F2P	87
ZNF200	108
MEFV	130
ZNF263	154
TIGD7	178
ZNF75A	176
C16ORF90	196
NLRC3	114
SLX4	79
DNASE1	38
TGFBRAP1	26
CREBBP	188
LINC01569	37
TFAP4	18
GLIS2-AS1	3
GLIS2	1
PAM16	10
CORO7-PAM16	55
CORO7	55
VASN	8
DNAJA3	62
NMRAL1	113
HMOX2	111
CDIP1	176
C16ORF96	192
NAGPA	200
C16ORF89	167
ALG1	163
EEF2KMT	136
LINC01570	2
TMEM114	144
METTL22	33
ABAT	19
TMEM186	0
PMM2	1
CARHSP1	13
C16ORF72	40
LINC01177	187
LINC01195	192
GRIN2A	70
ATF7IP2	126
EMP2	156
TEKT5	42
NUBP1	4
TVP23A	81
CIITA	42
DEXI	24
CLEC16A	24
SOCS1	103
PRM3	86
PRM2	83
PRM1	78
RMI2	16
SNN	23
ZC3H7A	15
BCAR4	11
RSL1D1	33
TNFRSF17	97
SNX29	85
CPPED1	86
SHISA9	9
PARN	102
BFAR	103
PLA2G10	166
NPIPA2	182
KIAA0430	114
NDE1	116
MIR484	116
MYH11	34
FOPNL	66
ABCC1	124
XYLT1	0
SMG1	158
TMC7	103
COQ7	19
ITPRIPL2	21
SYT17	5
CLEC19A	91
TMC5	33
GDE1	26
CCP110	26
KNOP1	117
IQCK	114
GPRC5B	0
GP2	27
UMOD	52
PDILT	104
ACSM5	107
ACSM2A	149
ACSM2B	26
ACSM1	11
THUMPD1	39
ACSM3	59
ERI2	43
DCUN1D3	50
LYRM1	48
DNAH3	34
TMEM159	28
ZP2	29
CRYM	117
CRYM-AS1	113
SNX29P1	162
NPIPB3	129
SMG1P3	52
SLC7A5P2	34
METTL9	10
IGSF6	2
OTOA	22
RRN3P1	113
NPIPB4	142
UQCRC2	49
PDZD9	0
EEF2K	104
POLR3E	195
SCNN1G	4
SCNN1B	115
PRKCB	176
CACNG3	0
LCMT1-AS1	13
LCMT1	15
LCMT1-AS2	23
AQP8	10
HS3ST4	22
C16ORF82	47
KDM8	28
NSMCE1	38
IL4R	81
IL21R	29
IL21R-AS1	1
KIAA0556	92
GSG1L	6
NPIPB6	140
EIF3CL	181
RRN3P2	152
SNX29P2	75
NPIPB11	178
SMG1P2	86
SPN	38
QPRT	23
C16ORF54	45
ZG16	76
KIF22	88
MAZ	104
PRRT2	109
PAGR1	114
MVP	118
CDIPT	156
CDIPT-AS1	158
SEZ6L2	120
ASPHD1	121
KCTD13	93
TMEM219	60
TAOK2	48
HIRIP3	24
INO80E	25
DOC2A	7
C16ORF92	1
FAM57B	16
ALDOA	30
PPP4C	53
TBX6	71
GDPD3	93
MAPK3	103
CORO1A	161
ZNF768	133
ZNF747	125
ZNF764	101
ZNF688	87
ZNF785	74
ZNF689	50
PRR14	11
FBRS	2
SNORA30	13
PHKG2	51
RNF40	64
BCL7C	25
MIR762HG	28
MIR762	28
CTF1	25
FBXL19-AS1	3
FBXL19	0
ORAI3	5
SETD1A	2
HSD3B7	30
STX1B	57
STX4	78
ZNF668	112
ZNF646	119
PRSS53	113
VKORC1	107
BCKDK	96
KAT8	87
PRSS36	52
FUS	24
PYCARD	0
PYCARD-AS1	2
ITGAX	150
C16ORF58	191
AHSP	174
CLUHP3	1
VN1R3	61
ZNF267	0
VPS35	160
ORC6	162
MYLK3	86
C16ORF87	19
GPT2	25
DNAJA2	23
NETO2	106
ITFG1-AS1	104
ABCC12	85
ABCC11	2
LONP2	9
SIAH1	32
CBLN1	125
C16ORF78	35
ADAM3B	110
CNEP1R1	39
HEATR3	1
ADCY7	81
BRD7	1
NKD1	36
SNX20	1
NOD2	15
CYLD	59
LINC01571	57
C16ORF97	91
LINC00919	102
RBL2	70
AKTIP	0
FTO	151
MMP2	10
LPCAT2	39
CES1P2	10
CES1P1	46
CES1	3
CES5A	13
GNAO1	13
AMFR	107
NUDT21	126
OGFOD1	128
MT4	14
MT2A	28
MT1L	37
MT1E	46
MT1JP	56
MT1DP	60
MT1B	52
MT1G	34
MT1H	34
MT1X	22
NUP93	25
MIR138-2	11
SLC12A3	4
HERPUD1	22
CETP	2
NLRC5	24
CPNE2	47
RSPRY1	16
ARL2BP	75
PLLP	117
CCL22	160
CX3CL1	147
CCL17	114
CIAPIN1	70
COQ9	72
POLR2C	56
DOK4	37
CCDC102A	18
ADGRG5	23
ADGRG1	29
ADGRG3	18
DRC7	45
KATNB1	86
KIFC3	94
CNGB1	46
TEPP	43
USB1	18
MMP15	5
CFAP20	111
CSNK2A2	114
CCDC113	64
PRSS54	17
GINS3	52
NDRG4	25
SETD6	0
CNOT1	117
SNORA46	36
SLC38A7	67
GOT2	18
CDH8	83
CDH11	4
CDH5	42
LINC00920	1
BEAN1	15
BEAN1-AS1	1
TK2	37
CKLF-CMTM1	37
CMTM1	23
CMTM2	10
CMTM3	5
CMTM4	43
DYNC1LI2	11
NAE1	90
CA7	102
PDP2	94
CDH16	53
RRAD	47
FAM96B	38
CES1	40
CES3	7
CES4A	14
CBFB	14
C16ORF70	95
B3GNT9	138
TRADD	147
FBXL8	145
HSF4	148
EXOC3L1	177
E2F4	177
ELMO3	184
MIR328	189
TPPP3	89
ZDHHC1	66
HSD11B2	53
ATP6V0D1	1
AGRP	1
CTCF	7
ACD	11
PARD6A	13
ENKD1	5
C16ORF86	7
GFOD2	46
TSNAXIP1	7
THAP11	27
NUTF2	32
EDC4	6
NRN1L	5
PSKH1	13
CTRL	4
PSMB10	9
LCAT	16
SLC12A4	23
DPEP3	12
DPEP2	6
DDX28	13
DUS2	16
NFATC3	40
ESRP2	91
PLA2G15	84
SLC7A6	65
SLC7A6OS	16
PRMT7	18
SMPD3	59
CDH15	64
CDH1	27
TANGO6	60
HAS3	12
CIRH1A	7
SNTB2	32
VPS4A	26
PDF	47
COG8	52
NIP7	54
TMED6	40
TERF2	6
CYB5B	29
MIR1538	144
NFAT5	146
NQO1	16
NOB1	2
WWP2	7
MIR140	0
MIR1972-1	98
PDPR	181
DDX19A	187
ST3GAL2	93
FUK	80
COG4	9
SNORD111B	5
SNORD111	3
IL34	45
VAC14	148
VAC14-AS1	100
HYDIN	181
CMTR2	122
CALB2	55
ZNF23	49
ZNF19	76
CHST4	83
TAT-AS1	44
TAT	30
MARVELD3	16
PHLPP2	108
SNORA70D	91
SNORD71	134
ATXN1L	48
IST1	0
DHODH	114
HP	70
HPR	61
TXNL4B	28
DHX38	30
PMFBP1	49
PSMD7	12
NPIPB15	65
FA2H	67
ZNRF1	134
LDHD	83
ZFP1	53
CTRB2	7
CTRB1	16
BCAR1	67
CFDP1	39
TMEM170A	7
CHST6	22
CHST5	62
TMEM231	83
GABARAPL2	91
ADAT1	134
KARS	109
TERF2IP	111
MON1B	48
SYCE1L	40
ADAMTS18	147
VAT1L	113
CLEC3A	54
WWOX	124
MAF	0
MAFTRR	170
LINC01229	168
DYNLRB2	11
LINC01227	45
CMC2	23
CENPN	25
ATMIN	4
C16ORF46	46
GCSH	65
PKD1L2	21
BCO1	33
GAN	54
MIR4720	15
CMIP	92
HSD17B2	197
MPHOSPH6	60
OSGIN1	1
NECAB2	8
MBTPS1	70
HSDL1	42
DNAAF1	30
ADAD2	1
KCNG4	40
WFDC1	12
ATP2C2	86
TLDC1	8
COTL1	104
KLHL36	76
USP32	24
CRISPLD2	95
ZDHHC7	43
KIAA0513	57
EMC8	190
COX4I1	192
IRF8	93
LINC01082	121
LINC00917	7
FENDRR	54
FOXF1	54
FOXC2-AS1	4
FOXC2	2
FOXL1	13
C16ORF95	2
MAP1LC3B	69
ZCCHC14	58
JPH3	9
KLHDC4	84
SLC7A5	19
CA5A	28
BANP	41
ZFPM1	78
ZC3H18	3
IL17C	71
MVD	81
SNAI3-AS1	83
RNF166	41
PIEZO1	40
CDT1	56
GALNS	111
TRAPPC2L	109
PABPN1L	121
CBFA2T3	187
ACSF3	73
LINC00304	7
SLC22A31	14
ZNF778	0
RPH3AL	58
C17ORF97	3
DBIL5P	47
RNMTL1	17
NXN	8
ABR	183
BHLHA9	102
TUSC5	93
YWHAE	29
CRK	54
MYO1C	19
INPP5K	3
PITPNA-AS1	1
PITPNA	10
SLC43A2	11
SCARF1	5
RILP	9
PRPF8	44
TLCD2	69
MIR22HG	75
MIR22	73
WDR81	81
SERPINF2	100
SERPINF1	119
SMYD4	189
RPA1	187
DPH1	10
OVCA2	1
MIR132	11
MIR212	12
SMG6	46
SRR	48
SNORD91B	21
SNORD91A	20
MNT	12
METTL16	98
PAFAH1B1	178
CLUH	116
MIR1253	80
OR1D5	55
OR1D2	84
OR1E3	106
OR1G1	119
OR1A2	187
ASPA	178
TRPV3	92
TRPV1	57
SHPK	14
CTNS	16
TAX1BP3	14
P2RX5-TAX1BP3	13
P2RX5	13
GSG2	38
CAMKK1	20
ATP2A3	38
ZZEF1	55
CYB5D2	57
ANKFY1	65
UBE2G1	46
SPNS3	18
MYBBP1A	17
GGT6	12
SMTNL2	8
ALOX15	18
ARRB2	2
CXCL16	29
ZMYND15	27
TM4SF5	59
PSMB6	83
PLD2	94
MINK1	120
CHRNE	155
C17ORF107	160
GP1BA	127
SLC25A11	118
RNF167	120
PFN1	109
ENO3	109
CAMTA2	70
INCA1	60
KIF1C	62
SLC52A1	22
ZFP3	18
ZNF232	54
USP6	56
ZNF594	6
SCIMP	1
NUP88	171
NLRP1	123
PITPNM3	106
KIAA0753	22
TXNDC17	24
MED31	11
C17ORF100	13
SLC13A5	50
XAF1	90
FBXO39	111
TEKT1	168
ALOX12P2	188
ALOX12-AS1	30
ALOX12	49
RNASEK-C17ORF49	32
C17ORF49	30
MIR497HG	23
MIR195	25
MIR497	25
BCL6B	22
SLC16A13	9
SLC16A11	0
ASGR2	18
ASGR1	46
LLGL1	80
ACADVL	80
MIR324	74
DVL2	63
PHF23	58
GABARAP	55
CTDNEP1	46
ELP5	47
CLDN7	34
SLC2A4	18
YBX2	3
EIF5A	8
GPS2	17
NEURL4	31
ACAP1	36
KCTD11	51
TMEM95	54
TMEM256-PLSCR3	105
TMEM256	105
NLGN2	106
SPEM1	94
TMEM102	79
FGF11	76
CHRNB1	70
ZBTB4	28
POLR2A	30
TNFSF12	11
TNFSF12-TNFSF13	11
TNFSF13	1
SENP3-EIF4A1	1
EIF4A1	12
SNORA48	14
SNORD10	16
SNORA67	17
CD68	19
MPDU1	23
SOX15	31
SHBG	69
ATP1B2	90
TP53	67
WRAP53	56
EFNB3	39
CHD3	30
SCARNA21	9
KCNAB3	16
TRAPPC1	18
GUCY2D	42
ALOX15B	6
ALOX12B	44
ALOXE3	75
VAMP2	119
AURKB	87
LINC00324	74
CTC1	50
PFAS	50
SLC25A35	2
ARHGEF15	10
ODF4	39
KRBA2	31
RPL26	25
RNF222	10
NDEL1	23
CCDC42	148
MFSD6L	93
PIK3R6	25
PIK3R5	72
NTN1	126
STX8	45
CFAP52	43
GLP2R	94
RCVRN	12
MYHAS	52
MYH8	93
MYH4	141
MYH1	124
MYH2	93
MYH3	14
SCO1	54
ADPRM	52
TMEM220	87
MAGOH2P	73
TMEM220-AS1	84
PIRT	5
ZNF18	183
MAP2K4	161
MIR744	100
ELAC2	2
CDRT15	66
HS3ST3B1	4
CDRT7	100
CDRT8	178
TEKT3	161
CDRT4	35
TVP23C-CDRT4	60
TVP23C	60
CDRT1	116
TRIM16	143
TBC1D26	97
CDRT15P2	65
MEIS3P1	43
ADORA2B	55
ZSWIM7	1
TTC19	0
NCOR1	168
PIGL	147
MIR1288	83
CENPV	9
UBB	15
TRPV2	39
LRRC75A-AS1	16
SNORD49B	15
SNORD49A	15
SNORD65	13
LRRC75A	25
ZNF287	51
ZNF624	135
CCDC144A	170
PLD6	101
FLCN	70
COPS3	27
NT5M	6
MED9	23
RASD1	1
PEMT	60
SMCR2	0
RAI1	1
RAI1-AS1	44
SREBF1	18
MIR33B	3
TOM1L2	60
ATPAF2	5
GID4	4
DRG2	52
MYO15A	73
ALKBH5	148
EPN2	127
EPN2-AS1	56
B9D1	15
MIR1180	18
MAPK7	13
MFAP4	24
RNF112	39
SLC47A1	18
ALDH3A2	133
ULK2	120
AKAP10	10
SPECC1	16
CCDC144CP	0
USP32P3	90
NOS2P3	116
LGALS9B	149
KRT16P3	186
CCDC144NL	142
CCDC144NL-AS1	171
USP22	2
LINC01563	24
NATD1	130
MAP2K3	159
WSB1	37
TBC1D3P5	56
KSR1	110
LGALS9	15
NOS2	3
LYRM9	13
NLK	161
KRT18P55	187
TMEM97	177
TNFAIP1	160
POLDIP2	136
TMEM199	138
SEBOX	129
VTN	124
SARM1	124
SLC13A2	22
FOXN1	27
UNC119	58
PIGS	77
ALDOC	82
SPAG5	104
SPAG5-AS1	102
KIAA0100	150
SDF2	167
FAM222B	104
ERAL1	94
MIR144	85
FLOT2	49
DHRS13	43
PHF12	4
SEZ6	36
PIPOX	71
MYO18A	33
CRYBA1	27
ABHD15	30
GIT1	52
ANKRD13B	54
CORO6	81
SSH2	0
EFCAB5	1
NSRP1	2
MIR423	1
TMIGD1	0
CPD	42
GOSR1	4
TBC1D29	78
SH3GL1P2	142
CRLF3	189
ATAD5	184
TEFM	108
ADAP2	94
RNF135	45
NF1	78
OMG	137
EVI2B	120
EVI2A	112
RAB11FIP4	44
MIR193A	3
MIR365B	18
COPRS	14
UTP6	57
SUZ12	90
LRRC37B	161
C17ORF75	144
MIR632	138
ZNF207	138
PSMD11	44
CDK5R1	1
TMEM98	138
CCL2	53
CCL7	68
CCL11	75
CCL8	42
CCL13	5
CCL1	3
C17ORF102	39
TMEM132E	39
CCT6B	37
ZNF830	39
LIG3	20
RFFL	89
RAD51D	120
FNDC8	120
NLE1	142
UNC45B	146
SLC35G3	120
SLFN11	56
SLFN12	116
SNORD7	37
PEX12	30
AP2B1	24
RASL10B	14
GAS2L2	5
MMP28	3
C17ORF50	11
HEATR9	69
CCL5	80
RDM1	130
LYZL6	144
CCL16	182
TBC1D3B	155
ZNHIT3	123
MYO19	72
PIGW	75
GGNBP2	65
DHRS11	17
MRM1	7
LHX1	111
AATF	99
ACACA	7
C17ORF78	6
TADA2A	40
DUSP14	36
SYNRG	85
DDX52	58
HNF1B	43
YWHAEP7	90
TBC1D3C	127
TBC1D3L	128
TBC1D3	128
TBC1D3D	128
TBC1D3I	128
TBC1D3K	128
TBC1D3E	128
TBC1D3J	166
MRPL45	60
GPR179	11
SOCS7	5
ARHGAP23	1
SRCIN1	124
MLLT6	26
PSMB3	20
C17ORF98	111
RPL17	123
SNORA21	122
LASP1	112
LINC00672	57
FBXO47	12
LRRC37A11P	47
PLXDC1	3
ARL5C	10
CACNB1	12
RPL19	11
STAC2	15
MBD4	98
CDK12	90
NEUROD2	12
PPP1R1B	6
STARD3	14
TCAP	43
PNMT	45
ERBB2	77
MIEN1	110
GRB7	115
NR1D1	189
SNRPB2	169
CASC3	151
RAPGEFL1	115
WIPF2	72
CDC6	4
RARA	10
RARA-AS1	7
GJD3	14
TOP2A	67
IGFBP4	91
TNS4	33
CCR7	0
SMARCE1	27
KRT222	44
KRT24	83
KRT25	39
KRT26	23
KRT27	12
KRT28	4
KRT10	27
TMEM99	21
KRT12	43
KRT20	25
KRT23	27
KRT39	56
KRT40	76
KRTAP3-3	83
KRTAP3-2	89
KRTAP3-1	98
KRTAP1-5	116
KRTAP1-4	119
KRTAP1-3	124
KRTAP1-1	131
KRTAP2-1	137
KRTAP2-2	144
KRTAP2-3	149
KRTAP2-4	155
KRTAP4-7	171
KRTAP4-8	187
KRTAP4-9	193
KRT33A	194
KRT33B	175
KRT34	162
KRT31	147
KRT37	120
KRT38	103
KRT32	77
KRT35	64
KRT36	55
KRT13	39
KRT15	26
KRT19	16
LINC00974	9
KRT9	26
KRT14	41
KRT16	67
KRT17	79
KRT42P	94
EIF1	53
GAST	29
HAP1	5
JUP	13
P3H4	11
NT5C3B	35
KLHL10	35
KLHL11	65
ACLY	41
TTC25	31
DNAJC7	47
NKIRAS2	46
ZNF385C	26
DHX58	1
KAT2A	6
HSPB9	6
RAB5C	40
STAT5B	43
STAT5A	33
STAT3	68
ATP6V0A1	67
NAGLU	9
TUBG1	25
TUBG2	75
CCR10	82
RAMP2-AS1	3
RAMP2	5
VPS25	6
CNTD1	32
BECN1	59
AOC4P	66
LINC00671	33
AARSD1	32
PTGES3L-AARSD1	48
IFI35	72
RND2	91
BRCA1	193
NBR2	191
TMEM106A	199
LINC00854	180
LINC00910	95
ARL4D	87
MIR2117	41
C17ORF53	29
ASB16	0
ASB16-AS1	17
ATXN7L3	15
UBTF	7
SLC4A1	54
RUNDC3A-AS1	15
RUNDC3A	17
SLC25A39	0
FAM171A2	35
GPATCH8	37
LINC01180	123
DBF4B	67
ADAM11	16
EFTUD2	35
CCDC103	33
FAM187A	37
KIF18B	83
C1QL1	104
NMT1	134
PLCD3	61
ACBD4	60
MAP3K14-AS1	29
SPATA32	22
MAP3K14	32
ARHGAP27	3
LRRC37A4P	93
CRHR1	44
MAPT-AS1	68
SPPL2C	16
MAPT	65
STH	1
KANSL1	11
KANSL1-AS1	22
ARL17B	147
LRRC37A	78
ARL17A	147
CDC27	39
MYL4	21
ITGB3	22
EFCAB13	7
NPEPPS	93
KPNB1	35
TBX21	34
MRPL10	7
SP2	5
SP2-AS1	37
PNPO	39
MIR152	39
CBX1	24
SNX11	23
MIR1203	27
HOXB1	31
HOXB2	45
HOXB-AS1	43
HOXB3	75
HOXB4	79
MIR10A	80
HOXB-AS3	89
HOXB5	94
HOXB6	105
HOXB8	109
HOXB9	97
MIR196A1	91
PRAC1	1
PRAC2	2
HOXB13	4
TTLL6	9
UBE2Z	17
SNF8	55
IGF2BP1	106
B4GALNT2	183
ABI3	105
PHB	8
NGFR	53
SPOP	105
SLC35B1	76
KAT7	2
TAC4	1
DLX4	58
ITGA3	24
PDK2	4
PPP1R9B	46
SGCA	32
HILS1	24
COL1A1	5
TMEM92-AS1	91
XYLT2	147
EME1	172
LRRC59	146
ACSF2	119
CHAD	75
RSAD1	67
MYCBPAP	37
SPATA20	0
CACNA1G-AS1	15
CACNA1G	12
ABCC3	61
ANKRD40	13
LUC7L3	23
LINC00483	16
WFIKKN2	30
TOB1	2
TOB1-AS1	0
SPAG9	33
NME1-NME2	2
NME1-NME2	10
MBTD1	105
UTP18	104
CA10	53
COX11	20
STXBP4	22
EPAS1	36
NOG	4
C17ORF67	14
COIL	21
SCPEP1	36
AKAP1	144
CCDC182	6
VEZF1	15
SRSF1	3
OR4D1	145
OR4D2	131
MKS1	79
MIR142	32
SUPT4H1	53
SEPT4-AS1	1
SEPT4	12
C17ORF47	25
TEX14	22
RAD51C	23
PPM1E	39
SKA2	146
MIR454	128
MIR301A	142
LINC01476	87
CLTC	126
PTRH2	36
VMP1	38
MIR21	95
RPS6KB1	146
SCARNA20	187
C17ORF64	1
APPBP2	107
PPM1D	120
BCAS3	43
TBX2-AS1	10
TBX2	8
C17ORF82	20
TBC1D3P2	166
MIR633	26
TANC2	38
CYB561	6
ACE	3
